"","j_hidp","j_qfhigh_dv"
"31203",1499461218,96
"31204",1499474818,3
"31205",1499488418,13
"31206",1499488418,7
"31207",1499488418,9
"31208",1499495218,13
"31209",1499495218,2
"31210",1499508818,14
"31211",1499515618,13
"31212",1499529218,96
"31213",1499529218,96
"31214",1499536018,1
"31215",1499536018,2
"31216",1499542818,1
"31217",1499542818,1
"31218",1499556418,96
"31219",1496897618,7
"31220",1499563218,13
"31221",1499570018,2
"31222",1499583618,2
"31223",1499604018,10
"31224",1499597218,7
"31225",1499610818,14
"31226",1499617618,2
"31227",1499624418,96
"31228",1499624418,14
"31229",1499638018,13
"31230",1499638018,5
"31231",1499631218,1
"31232",1499644818,2
"31233",1499651618,96
"31234",1499658418,2
"31235",1499665218,3
"31236",1499672018,1
"31237",1502813618,1
"31238",1502813618,3
"31239",1499685618,4
"31240",1499692418,1
"31241",1499699218,7
"31242",1499692418,96
"31243",1499706018,1
"31244",1499706018,1
"31245",1499712818,2
"31246",1499712818,2
"31247",1499712818,2
"31248",1499719618,3
"31249",1499719618,1
"31250",1499726418,96
"31251",1499726418,3
"31252",1499726418,10
"31253",1499726418,13
"31254",1499733218,5
"31255",1499733218,14
"31256",1499740018,96
"31257",1499740018,96
"31258",1499746818,96
"31259",1499753618,2
"31260",1499767218,16
"31261",1499767218,96
"31262",1499774018,3
"31263",1499794418,2
"31264",1499794418,5
"31265",1499801218,16
"31266",1499808018,13
"31267",1499808018,13
"31268",1499814818,1
"31269",1499821618,96
"31270",1499821618,96
"31271",1499828418,96
"31272",1499835218,2
"31273",1499835218,1
"31274",1499835218,2
"31275",1499835218,2
"31276",1499848818,10
"31277",1502820418,96
"31278",1499876018,96
"31279",1499882818,1
"31280",1499882818,1
"31281",1499889618,1
"31282",1499889618,1
"31283",1499896418,1
"31284",1499903218,96
"31285",1499910018,96
"31286",1499910018,96
"31287",1499916818,96
"31288",1499923618,7
"31289",1499930418,11
"31290",1499930418,13
"31291",1499937218,15
"31292",1499937218,96
"31293",1499937218,15
"31294",1499944018,15
"31295",1499950818,5
"31296",1499944018,11
"31297",1499944018,15
"31298",1499957618,2
"31299",1499957618,3
"31300",1499964418,1
"31301",1499971218,1
"31302",1499971218,3
"31303",1499978018,5
"31304",1499984818,96
"31305",1499984818,4
"31306",1499998418,96
"31307",1499991618,11
"31308",1500005218,3
"31309",1500012018,15
"31310",1500012018,96
"31311",1500018818,15
"31312",1500025618,2
"31313",1500025618,96
"31314",1500032418,2
"31315",1500032418,3
"31316",1500032418,11
"31317",1500032418,96
"31318",1500039218,3
"31319",1500046018,11
"31320",1500046018,2
"31321",1500046018,15
"31322",1500059618,96
"31323",1500059618,7
"31324",1500066418,15
"31325",1500073218,15
"31326",1500080018,3
"31327",1500086818,96
"31328",1500086818,1
"31329",1500093618,11
"31330",1500093618,13
"31331",1500093618,11
"31332",1500107218,11
"31333",1500114018,4
"31334",1500114018,96
"31335",1500120818,96
"31336",1500120818,15
"31337",1500127618,11
"31338",1500134418,11
"31339",1500134418,11
"31340",1500134418,11
"31341",1500148018,96
"31342",1502827218,2
"31343",1500154818,1
"31344",1500168418,15
"31345",1500182018,2
"31346",1500188818,2
"31347",1500188818,1
"31348",1500195618,96
"31349",1500195618,13
"31350",1500202418,96
"31351",1500222818,2
"31352",1500222818,2
"31353",1500229618,96
"31354",1500229618,96
"31355",1500256818,4
"31356",1500256818,1
"31357",1500256818,1
"31358",1500256818,2
"31359",1500263618,96
"31360",1500270418,13
"31361",1500263618,13
"31362",1500277218,13
"31363",1500290818,13
"31364",1500290818,96
"31365",1500290818,96
"31366",1500304418,7
"31367",1497366818,13
"31368",1500311218,2
"31369",1500311218,1
"31370",1500324818,7
"31371",1500324818,7
"31372",1500331618,2
"31373",1497026818,13
"31374",1500338418,2
"31375",1500352018,2
"31376",1500359498,1
"31377",1500379218,13
"31378",1500379218,96
"31379",1500379218,1
"31380",1497482418,2
"31381",1500420018,2
"31382",1500433618,2
"31383",1500420018,7
"31384",1500420018,2
"31385",1500433618,2
"31386",1500420018,2
"31387",1500433618,2
"31388",1500440418,1
"31389",1500440418,2
"31390",1500440418,7
"31391",1500440418,2
"31392",1500440418,7
"31393",1500440418,13
"31394",1500447218,13
"31395",1500447218,10
"31396",1500454018,7
"31397",1500467618,7
"31398",1500481218,1
"31399",1500474418,2
"31400",1500488018,7
"31401",1500494818,7
"31402",1500494818,7
"31403",1497672818,2
"31404",1500508418,2
"31405",1500515218,7
"31406",1500522018,1
"31407",1500522018,2
"31408",1500535618,10
"31409",1500549218,2
"31410",1500549218,2
"31411",1500549218,13
"31412",1500562818,5
"31413",1500562818,7
"31414",1500562818,13
"31415",1500569618,7
"31416",1500583218,15
"31417",1497489218,10
"31418",1500590018,2
"31419",1500590018,2
"31420",1500596818,2
"31421",1500617218,96
"31422",1500617218,13
"31423",1500624018,96
"31424",1500624018,96
"31425",1500630818,96
"31426",1500630818,-8
"31427",1500630818,1
"31428",1500630818,13
"31429",1500658018,2
"31430",1500664818,2
"31431",1497305618,7
"31432",1497258018,13
"31433",1497999218,13
"31434",1500685218,13
"31435",1500685218,13
"31436",1500692018,13
"31437",1500698818,1
"31438",1500698818,2
"31439",1500705618,1
"31440",1497332818,13
"31441",1500719218,13
"31442",1500719218,14
"31443",1500719218,7
"31444",1497829218,5
"31445",1500739618,2
"31446",1500739618,13
"31447",1500746418,96
"31448",1500753218,13
"31449",1500753218,2
"31450",1500760018,7
"31451",1500773618,7
"31452",1500780418,2
"31453",1500787218,2
"31454",1500794018,7
"31455",1500794018,1
"31456",1500800818,13
"31457",1500800818,2
"31458",1500800818,13
"31459",1500807618,5
"31460",1500814418,2
"31461",1500821218,2
"31462",1500834818,3
"31463",1500834818,13
"31464",1497808818,1
"31465",1500848418,96
"31466",1500848418,96
"31467",1500855218,1
"31468",1497863218,96
"31469",1500868818,1
"31470",1500868818,7
"31471",1497516418,96
"31472",1498454818,96
"31473",1500875618,96
"31474",1498244018,7
"31475",1500896018,2
"31476",1500896018,2
"31477",1500902818,13
"31478",1500889218,96
"31479",1500889218,2
"31480",1500902818,3
"31481",1500889218,2
"31482",1500889218,1
"31483",1498577218,96
"31484",1500909618,96
"31485",1500909618,13
"31486",1500916418,2
"31487",1500916418,7
"31488",1500916418,13
"31489",1497618418,16
"31490",1500923218,2
"31491",1500930018,7
"31492",1500930018,96
"31493",1500930018,1
"31494",1500930018,1
"31495",1500930018,13
"31496",1500936818,13
"31497",1500936818,96
"31498",1500936818,13
"31499",1500957218,10
"31500",1500957218,16
"31501",1500957218,7
"31502",1500957218,13
"31503",1500964018,13
"31504",1500964018,96
"31505",1500964018,7
"31506",1500964018,13
"31507",1500970818,1
"31508",1500970818,1
"31509",1500977618,7
"31510",1501004818,96
"31511",1501004818,96
"31512",1501004818,7
"31513",1501011618,2
"31514",1501011618,16
"31515",1501011618,13
"31516",1501011618,2
"31517",1501011618,13
"31518",1501018418,2
"31519",1501025218,3
"31520",1501025218,13
"31521",1498427618,13
"31522",1499189218,1
"31523",1499352418,-8
"31524",1498794818,7
"31525",1499631218,2
"31526",1499434018,2
"31527",1499998418,96
"31528",1498760818,1
"31529",1499155218,7
"31530",1498828818,3
"31531",1499903218,11
"31532",1500780418,2
"31533",1499753618,1
"31534",1499284418,3
"31535",1499352418,96
"31536",1499393218,10
"31537",1499515618,13
"31538",1500263618,15
"31539",1499270818,2
"31540",1499270818,7
"31541",1501242818,2
"31542",1501242818,1
"31543",1500379218,1
"31544",1500433618,1
"31545",1500474418,7
"31546",1501868418,96
"31547",1500630818,2
"31548",1500664818,11
"31549",1500773618,13
"31550",1502201618,2
"31551",1500263618,5
"31552",1499896418,2
"31553",1501895618,13
"31554",1500923218,2
"31555",1500073218,3
"31556",1502827218,2
"31557",1501161218,16
"31558",1501168018,1
"31559",1501168018,8
"31560",1501168018,96
"31561",1502766698,2
"31562",1501195218,7
"31563",1501378818,13
"31564",1501446818,96
"31565",1500270418,13
"31566",1501630418,96
"31567",1501630418,1
"31568",1501630418,-8
"31569",1500481218,3
"31570",1500535618,7
"31571",1501963618,1
"31572",1502800018,2
"31573",1502800018,2
"31574",1500780418,5
"31575",1502500818,7
"31576",1502500818,13
"31577",1502507618,16
"31578",1502623218,7
"31579",1501038818,13
"31580",1501052418,96
"31581",1501079618,16
"31582",1501086418,96
"31583",1501093218,6
"31584",1501127218,1
"31585",1501134018,1
"31586",1501134018,-8
"31587",1501140818,3
"31588",1501140818,-8
"31589",1501161218,7
"31590",1501161218,96
"31591",1501161218,13
"31592",1501168018,1
"31593",1501168018,16
"31594",1501174818,1
"31595",1501174818,-8
"31596",1501181618,-8
"31597",1501195218,7
"31598",1501195218,-8
"31599",1501195218,-8
"31600",1501229218,96
"31601",1501242818,13
"31602",1501242818,13
"31603",1501242818,2
"31604",1501249618,-8
"31605",1501249618,7
"31606",1501270018,1
"31607",1501276818,13
"31608",1501297218,-8
"31609",1501331218,96
"31610",1501331218,96
"31611",1501351618,-8
"31612",1501351618,-8
"31613",1501351618,96
"31614",1501351618,-8
"31615",1501351618,7
"31616",1501365218,16
"31617",1501372018,13
"31618",1501372018,13
"31619",1501372018,7
"31620",1501372018,13
"31621",1501378818,96
"31622",1501399218,3
"31623",1501399218,-8
"31624",1501406018,-8
"31625",1501406018,13
"31626",1501406018,7
"31627",1501406018,13
"31628",1501426418,-8
"31629",1501426418,7
"31630",1501440018,3
"31631",1501440018,2
"31632",1501440018,-8
"31633",1501446818,2
"31634",1501446818,-8
"31635",1501446818,7
"31636",1501446818,7
"31637",1501446818,13
"31638",1501453618,-8
"31639",1501460418,-8
"31640",1501467218,2
"31641",1501467218,1
"31642",1501467218,7
"31643",1501467218,2
"31644",1501467218,96
"31645",1501480818,1
"31646",1501494418,-8
"31647",1501501218,13
"31648",1501501218,14
"31649",1501514818,2
"31650",1501514818,96
"31651",1501528418,2
"31652",1501528418,7
"31653",1501528418,7
"31654",1501535218,1
"31655",1501535218,7
"31656",1501542018,-8
"31657",1501542018,7
"31658",1501548818,2
"31659",1501548818,2
"31660",1501555618,-8
"31661",1501555618,13
"31662",1501562418,2
"31663",1501576018,-8
"31664",1501589618,1
"31665",1501596418,96
"31666",1501596418,3
"31667",1501596418,7
"31668",1501596418,13
"31669",1501603218,-8
"31670",1501603218,-8
"31671",1501610018,-8
"31672",1501610018,-8
"31673",1501630418,1
"31674",1501637218,-8
"31675",1501637218,96
"31676",1501644018,14
"31677",1501644018,-8
"31678",1501650818,7
"31679",1501650818,3
"31680",1501671218,96
"31681",1501671218,-8
"31682",1501678018,3
"31683",1501684818,-8
"31684",1501684818,-8
"31685",1501705218,-8
"31686",1501712018,1
"31687",1501712018,13
"31688",1501712698,1
"31689",1501712018,1
"31690",1501725618,13
"31691",1501725618,-8
"31692",1501725618,13
"31693",1501732418,-8
"31694",1501766418,2
"31695",1501766418,1
"31696",1501766418,1
"31697",1501766418,7
"31698",1501766418,-8
"31699",1501766418,1
"31700",1501773218,-8
"31701",1501773218,-8
"31702",1501780018,1
"31703",1501786818,-8
"31704",1501786818,13
"31705",1501786818,13
"31706",1501820818,15
"31707",1501820818,-8
"31708",1501820818,-8
"31709",1501820818,96
"31710",1501820818,96
"31711",1501841218,-8
"31712",1501848018,13
"31713",1501848018,13
"31714",1501861618,7
"31715",1501861618,1
"31716",1501861618,96
"31717",1501861618,13
"31718",1501868418,10
"31719",1501868418,-8
"31720",1501868418,13
"31721",1501875218,96
"31722",1501882018,7
"31723",1501882018,-8
"31724",1501895618,1
"31725",1501909218,3
"31726",1501909218,3
"31727",1501916018,13
"31728",1501909218,13
"31729",1501909218,-8
"31730",1501929618,3
"31731",1501929618,2
"31732",1501936418,-8
"31733",1501936418,3
"31734",1501936418,13
"31735",1501950018,96
"31736",1501950018,3
"31737",1501963618,-8
"31738",1501977218,1
"31739",1501977218,-8
"31740",1501977218,96
"31741",1502011218,-8
"31742",1502011218,96
"31743",1502024818,-8
"31744",1502031618,3
"31745",1502038418,-8
"31746",1502045218,-8
"31747",1502045218,-8
"31748",1502045218,3
"31749",1502045218,3
"31750",1502045218,13
"31751",1502052018,-8
"31752",1502079218,3
"31753",1502099618,7
"31754",1502099618,7
"31755",1502106418,1
"31756",1502106418,1
"31757",1502160818,2
"31758",1502174418,-8
"31759",1502181218,3
"31760",1502201618,7
"31761",1502201618,-8
"31762",1502222018,13
"31763",1502215218,1
"31764",1502228818,96
"31765",1502235618,13
"31766",1502235618,13
"31767",1502235618,3
"31768",1502235618,13
"31769",1502256018,1
"31770",1502249218,13
"31771",1502269618,3
"31772",1502269618,1
"31773",1502290018,2
"31774",1502290018,-8
"31775",1502290018,7
"31776",1502317218,13
"31777",1502317218,7
"31778",1502337618,96
"31779",1502358018,16
"31780",1502378418,13
"31781",1502378418,-8
"31782",1502378418,13
"31783",1502412418,-8
"31784",1502480418,96
"31785",1502494018,-8
"31786",1502500818,2
"31787",1502500818,7
"31788",1502500818,7
"31789",1502500818,13
"31790",1502500818,13
"31791",1502507618,3
"31792",1502507618,7
"31793",1502521218,3
"31794",1502521218,96
"31795",1502528018,-8
"31796",1502562018,2
"31797",1502582418,13
"31798",1502596018,13
"31799",1502596018,2
"31800",1502623218,-8
"31801",1502623218,-8
"31802",1502623218,2
"31803",1502623218,3
"31804",1502630018,2
"31805",1502630018,2
"31806",1502636818,14
"31807",1502643618,1
"31808",1502657218,1
"31809",1502670818,2
"31810",1502670818,1
"31811",1502670818,13
"31812",1502718418,14
"31813",1502718418,2
"31814",1502738818,3
"31815",1502738818,7
"31816",1502745618,-8
"31817",1502745618,7
"31818",1502752418,96
"31819",1502752418,96
"31820",1502766018,-8
"31821",1502766018,7
"31822",1502766018,1
"31823",1502766018,7
"31824",1502766698,3
"31825",1502766018,7
"31826",1564006818,1
"31827",1564006818,2
"31828",1564013618,3
"31829",1564013618,14
"31830",1564020418,13
"31831",1564020418,13
"31832",1564040818,7
"31833",1564061898,13
"31834",1564061218,2
"31835",1564074818,2
"31836",1564074818,7
"31837",1564081618,13
"31838",1564081618,7
"31839",1564088418,13
"31840",1564088418,14
"31841",1564095218,3
"31842",1564102018,13
"31843",1564020418,3
"31844",1564108818,14
"31845",1564108818,96
"31846",1564115618,3
"31847",1564115618,13
"31848",1564122418,16
"31849",1564129218,3
"31850",1564129218,96
"31851",1564136018,13
"31852",1564136018,14
"31853",1564142818,96
"31854",1564149618,2
"31855",1564156418,1
"31856",1564163218,1
"31857",1564170018,1
"31858",1564176818,1
"31859",1564183618,2
"31860",1564190418,2
"31861",1564190418,2
"31862",1564197218,2
"31863",1564197218,2
"31864",1564204018,3
"31865",1564204698,96
"31866",1564210818,13
"31867",1564210818,13
"31868",1564217618,13
"31869",1564224418,13
"31870",1564224418,7
"31871",1564224418,7
"31872",1564231218,96
"31873",1564231218,2
"31874",1564231218,7
"31875",1564238018,7
"31876",1564244818,13
"31877",1564244818,7
"31878",1564251618,96
"31879",1564251618,96
"31880",1564251618,2
"31881",1564251618,13
"31882",1564265218,96
"31883",1564272018,13
"31884",1564272018,13
"31885",1564278818,2
"31886",1564285618,13
"31887",1564292418,13
"31888",1564299218,10
"31889",1564292418,96
"31890",1564306018,96
"31891",1564312818,3
"31892",1564319618,13
"31893",1564326418,2
"31894",1564326418,1
"31895",1564333218,2
"31896",1564333218,4
"31897",1564340018,3
"31898",1564340018,96
"31899",1564346818,7
"31900",1564360418,13
"31901",1564367218,13
"31902",1564374018,7
"31903",1564380818,13
"31904",1564387618,14
"31905",1564387618,14
"31906",1564387618,2
"31907",1564394418,96
"31908",1564394418,7
"31909",1564401218,1
"31910",1564408018,3
"31911",1564408018,7
"31912",1564414818,96
"31913",1564421618,2
"31914",1564428418,5
"31915",1564428418,7
"31916",1564435218,13
"31917",1564442018,2
"31918",1564442018,2
"31919",1564448818,1
"31920",1564455618,7
"31921",1564462418,14
"31922",1564476018,2
"31923",1564476018,7
"31924",1564482818,2
"31925",1564489618,96
"31926",1564496418,13
"31927",1564496418,13
"31928",1564496418,13
"31929",1564496418,7
"31930",1564510018,13
"31931",1564516818,2
"31932",1564163218,2
"31933",1564523618,13
"31934",1564523618,13
"31935",1564530418,13
"31936",1564530418,7
"31937",1564537218,13
"31938",1564537218,96
"31939",1564537218,3
"31940",1564170018,7
"31941",1564544018,96
"31942",1564550818,13
"31943",1564550818,96
"31944",1564557618,13
"31945",1564557618,13
"31946",1564564418,13
"31947",1564571218,13
"31948",1564584818,2
"31949",1564584818,13
"31950",1570602818,96
"31951",1570602818,96
"31952",1564591618,3
"31953",1564591618,2
"31954",1564598418,7
"31955",1564605218,10
"31956",1564605218,14
"31957",1564605218,7
"31958",1564605218,4
"31959",1564612018,2
"31960",1564176818,2
"31961",1564618818,2
"31962",1564625618,1
"31963",1564632418,1
"31964",1564639218,2
"31965",1564646018,2
"31966",1564646018,2
"31967",1564652818,14
"31968",1564659618,13
"31969",1564666418,96
"31970",1564673218,96
"31971",1564673218,96
"31972",1564693618,96
"31973",1564693618,96
"31974",1564700418,7
"31975",1564714018,13
"31976",1564714018,2
"31977",1564714018,96
"31978",1570582418,13
"31979",1570582418,13
"31980",1564720818,3
"31981",1564720818,96
"31982",1564727618,2
"31983",1564748018,96
"31984",1564754818,2
"31985",1564754818,2
"31986",1564761618,13
"31987",1564768418,13
"31988",1564775218,96
"31989",1564782018,96
"31990",1564788818,7
"31991",1564788818,7
"31992",1564795618,13
"31993",1564795618,13
"31994",1564802418,2
"31995",1564822818,4
"31996",1564809218,7
"31997",1564829618,96
"31998",1564829618,13
"31999",1564836418,13
"32000",1564836418,2
"32001",1564843218,96
"32002",1564850018,14
"32003",1564850018,7
"32004",1564856818,4
"32005",1564856818,2
"32006",1564863618,16
"32007",1564870418,2
"32008",1564884018,1
"32009",1564884018,1
"32010",1564884018,7
"32011",1564890818,13
"32012",1564292418,96
"32013",1564911218,7
"32014",1564924818,3
"32015",1564931618,2
"32016",1564931618,2
"32017",1564938418,1
"32018",1564938418,1
"32019",1564945218,13
"32020",1564952018,13
"32021",1564958818,3
"32022",1564958818,2
"32023",1564973098,7
"32024",1564965618,3
"32025",1564979218,13
"32026",1564979218,14
"32027",1564999618,13
"32028",1564986018,2
"32029",1564979218,2
"32030",1565006418,2
"32031",1565006418,1
"32032",1565013218,96
"32033",1565020018,1
"32034",1565020018,2
"32035",1565033618,13
"32036",1565033618,96
"32037",1565040418,13
"32038",1565040418,13
"32039",1565047218,96
"32040",1565060818,14
"32041",1565067618,13
"32042",1565067618,96
"32043",1565067618,13
"32044",1565074418,15
"32045",1565081218,96
"32046",1565081218,3
"32047",1565088018,96
"32048",1565094818,13
"32049",1565101618,13
"32050",1565101618,1
"32051",1565115218,13
"32052",1565122018,13
"32053",1565135618,13
"32054",1565135618,7
"32055",1565142418,1
"32056",1565149218,13
"32057",1565149218,96
"32058",1565156018,13
"32059",1565162818,96
"32060",1565169618,1
"32061",1565176418,13
"32062",1565176418,2
"32063",1565183218,96
"32064",1565183218,13
"32065",1565190018,13
"32066",1565190018,7
"32067",1565196818,2
"32068",1565196818,13
"32069",1565217218,13
"32070",1565217218,3
"32071",1565224018,3
"32072",1565224018,13
"32073",1565230818,2
"32074",1565237618,13
"32075",1565244418,2
"32076",1565244418,7
"32077",1565251218,96
"32078",1565251218,96
"32079",1565258018,14
"32080",1565258018,2
"32081",1565264818,7
"32082",1565278418,96
"32083",1565285218,13
"32084",1565285218,96
"32085",1565292018,96
"32086",1565298818,14
"32087",1565298818,13
"32088",1565305618,10
"32089",1565298818,13
"32090",1565312418,7
"32091",1565319218,96
"32092",1565319218,13
"32093",1565326018,96
"32094",1565339618,14
"32095",1565346418,96
"32096",1565353218,13
"32097",1565360018,3
"32098",1565373618,2
"32099",1565373618,96
"32100",1565373618,13
"32101",1565380418,96
"32102",1565387218,96
"32103",1565387218,96
"32104",1565387218,7
"32105",1565387218,3
"32106",1565394018,13
"32107",1565394018,7
"32108",1565394018,96
"32109",1565400818,13
"32110",1565407618,7
"32111",1565407618,96
"32112",1565414418,2
"32113",1565414418,3
"32114",1565421218,14
"32115",1564421618,2
"32116",1565428018,2
"32117",1565428018,13
"32118",1565434818,1
"32119",1565441618,2
"32120",1565455218,13
"32121",1565462018,2
"32122",1565462018,2
"32123",1565468818,2
"32124",1565468818,1
"32125",1565475618,96
"32126",1565482418,96
"32127",1565482418,14
"32128",1565489218,96
"32129",1565489218,7
"32130",1565496018,2
"32131",1565496018,13
"32132",1565502818,2
"32133",1565502818,1
"32134",1565509618,2
"32135",1565516418,96
"32136",1565516418,96
"32137",1564312818,2
"32138",1565523218,96
"32139",1565523218,96
"32140",1565523218,96
"32141",1565536818,96
"32142",1565536818,13
"32143",1565543618,96
"32144",1565543618,13
"32145",1565557218,2
"32146",1565564018,7
"32147",1565564018,13
"32148",1565570818,3
"32149",1565570818,13
"32150",1565570818,3
"32151",1565577618,10
"32152",1565577618,13
"32153",1565584418,13
"32154",1565591218,96
"32155",1565591218,96
"32156",1565625218,2
"32157",1565632018,1
"32158",1565638818,3
"32159",1565645618,3
"32160",1565645618,13
"32161",1565645618,13
"32162",1565652418,96
"32163",1565659218,96
"32164",1565659218,96
"32165",1565666018,3
"32166",1565672818,2
"32167",1565679618,96
"32168",1565686418,4
"32169",1565693218,7
"32170",1565693218,96
"32171",1565693218,96
"32172",1565700018,2
"32173",1565706818,96
"32174",1565713618,2
"32175",1565713618,2
"32176",1565713618,13
"32177",1565720418,96
"32178",1565720418,7
"32179",1565720418,96
"32180",1564346818,7
"32181",1565734018,7
"32182",1565734018,13
"32183",1565740818,1
"32184",1565740818,2
"32185",1565754418,3
"32186",1565774818,13
"32187",1565768018,3
"32188",1565754418,13
"32189",1565761218,13
"32190",1565781618,3
"32191",1565788418,7
"32192",1565795218,2
"32193",1565795218,2
"32194",1565802018,96
"32195",1565808818,96
"32196",1565822418,13
"32197",1565822418,2
"32198",1565822418,13
"32199",1565829218,96
"32200",1565829218,13
"32201",1565836018,13
"32202",1565829218,7
"32203",1565842818,1
"32204",1565849618,13
"32205",1565849618,96
"32206",1565856418,3
"32207",1565849618,13
"32208",1565883618,5
"32209",1565897218,13
"32210",1565904018,2
"32211",1565910818,5
"32212",1565910818,5
"32213",1565917618,13
"32214",1565917618,13
"32215",1565924418,14
"32216",1565924418,13
"32217",1565931218,13
"32218",1565938018,7
"32219",1565938018,3
"32220",1565938018,96
"32221",1565944818,1
"32222",1565951618,13
"32223",1565951618,96
"32224",1565958418,3
"32225",1565965218,13
"32226",1565965218,13
"32227",1565972018,96
"32228",1565972018,13
"32229",1565972018,13
"32230",1565985618,7
"32231",1565992418,96
"32232",1570609618,16
"32233",1566006018,1
"32234",1566012818,1
"32235",1566019618,1
"32236",1566026418,14
"32237",1566026418,13
"32238",1566040018,13
"32239",1566026418,13
"32240",1566046818,2
"32241",1566053618,2
"32242",1566060418,13
"32243",1566067218,13
"32244",1566067218,96
"32245",1566074018,13
"32246",1566087618,2
"32247",1566094418,2
"32248",1566108018,13
"32249",1566108018,13
"32250",1566114818,1
"32251",1566114818,13
"32252",1566128418,96
"32253",1566135218,2
"32254",1566135218,13
"32255",1566142018,13
"32256",1566142018,13
"32257",1566142698,13
"32258",1566142018,96
"32259",1566155618,96
"32260",1566162418,13
"32261",1566169218,96
"32262",1566169218,2
"32263",1566182818,3
"32264",1566183498,13
"32265",1566182818,13
"32266",1566189618,13
"32267",1566189618,2
"32268",1566196418,2
"32269",1566203218,1
"32270",1566210018,4
"32271",1566223618,96
"32272",1566230418,96
"32273",1566231098,13
"32274",1566230418,96
"32275",1566244018,96
"32276",1566244018,10
"32277",1566250818,13
"32278",1566257618,2
"32279",1566264418,7
"32280",1566298418,5
"32281",1566298418,3
"32282",1566298418,2
"32283",1566312018,2
"32284",1566312018,13
"32285",1566325618,2
"32286",1566318818,2
"32287",1566332418,96
"32288",1566339218,1
"32289",1566339218,2
"32290",1566346018,7
"32291",1566346018,3
"32292",1566346018,2
"32293",1566346018,2
"32294",1566346018,13
"32295",1566352818,13
"32296",1566352818,13
"32297",1566360298,7
"32298",1566359618,13
"32299",1566366418,13
"32300",1566380018,3
"32301",1564421618,1
"32302",1566386818,3
"32303",1566386818,5
"32304",1566400418,1
"32305",1566407218,4
"32306",1566407218,1
"32307",1566414018,15
"32308",1566414018,2
"32309",1566420818,16
"32310",1566427618,13
"32311",1566427618,2
"32312",1566434418,13
"32313",1566434418,13
"32314",1566441218,7
"32315",1566448018,13
"32316",1566461618,7
"32317",1566461618,7
"32318",1566468418,13
"32319",1566475218,7
"32320",1566475218,1
"32321",1566475218,2
"32322",1566482018,1
"32323",1566482018,1
"32324",1566488818,2
"32325",1566488818,7
"32326",1566495618,14
"32327",1566502418,13
"32328",1566509218,1
"32329",1566509218,1
"32330",1566509218,13
"32331",1566516018,13
"32332",1566529618,1
"32333",1566522818,1
"32334",1566536418,1
"32335",1566536418,1
"32336",1566543218,16
"32337",1566550018,13
"32338",1566556818,1
"32339",1566556818,7
"32340",1566556818,2
"32341",1566556818,13
"32342",1566570418,1
"32343",1566570418,96
"32344",1566577218,2
"32345",1566590818,14
"32346",1570616418,13
"32347",1566597618,7
"32348",1564584818,4
"32349",1566611218,16
"32350",1566624818,13
"32351",1566631618,7
"32352",1566631618,7
"32353",1566631618,1
"32354",1566638418,1
"32355",1566645218,1
"32356",1566645218,3
"32357",1564455618,13
"32358",1566652018,1
"32359",1566652018,1
"32360",1570636818,1
"32361",1566658818,1
"32362",1566665618,1
"32363",1566665618,1
"32364",1564802418,13
"32365",1566679218,2
"32366",1566679218,1
"32367",1566686018,1
"32368",1566686018,1
"32369",1566686018,2
"32370",1570623218,2
"32371",1570623218,1
"32372",1566699618,13
"32373",1566692818,2
"32374",1566713218,7
"32375",1566726818,1
"32376",1566720018,96
"32377",1566733618,2
"32378",1566733618,2
"32379",1566740418,2
"32380",1566754018,2
"32381",1566747218,2
"32382",1566767618,1
"32383",1566774418,1
"32384",1566781218,1
"32385",1566788018,2
"32386",1566801618,1
"32387",1566801618,13
"32388",1566801618,2
"32389",1566808418,2
"32390",1566815218,96
"32391",1566815218,16
"32392",1566822018,14
"32393",1566822018,3
"32394",1566828818,14
"32395",1566835618,7
"32396",1566842418,1
"32397",1566842418,1
"32398",1566849218,7
"32399",1566849218,7
"32400",1566842418,13
"32401",1566856018,96
"32402",1566862818,13
"32403",1566869618,13
"32404",1566883218,1
"32405",1566883218,1
"32406",1566890018,7
"32407",1566896818,3
"32408",1566896818,13
"32409",1566896818,1
"32410",1566896818,10
"32411",1566903618,96
"32412",1566910418,3
"32413",1566924018,2
"32414",1566924018,1
"32415",1566924018,7
"32416",1566924018,13
"32417",1566930818,13
"32418",1566930818,13
"32419",1566937618,13
"32420",1566944418,96
"32421",1566944418,4
"32422",1566951218,2
"32423",1566958018,14
"32424",1566978418,13
"32425",1566978418,13
"32426",1566978418,7
"32427",1566978418,2
"32428",1566985218,3
"32429",1566992018,13
"32430",1566992018,7
"32431",1564884018,2
"32432",1566998818,96
"32433",1567012418,1
"32434",1567012418,5
"32435",1567026018,13
"32436",1567026018,13
"32437",1567032818,1
"32438",1567032818,1
"32439",1567032818,1
"32440",1567039618,13
"32441",1567039618,13
"32442",1567039618,13
"32443",1567053218,1
"32444",1567053218,1
"32445",1567053218,13
"32446",1567066818,12
"32447",1567073618,13
"32448",1567073618,7
"32449",1567080418,3
"32450",1567080418,3
"32451",1567087218,1
"32452",1567087218,2
"32453",1567100818,1
"32454",1567107618,13
"32455",1567114418,14
"32456",1567114418,96
"32457",1567114418,13
"32458",1567128018,13
"32459",1567128018,96
"32460",1567141618,13
"32461",1567134818,13
"32462",1567148418,3
"32463",1567155218,4
"32464",1567155218,13
"32465",1567155218,13
"32466",1567155218,13
